falu|megye|hun
Teleac |Gornesti, MS|Marostelek
Telec |Bicazu Ardelean, NT|Gyergyózsedánpatak
Telechia |Brates, CV|Orbaitelek
Telechiu |tetchea, BH|Mezőtelki
Telegdi-Batani, Batani |Batani, CV|Telegdibacon
Teliu |Teliu, BV|Keresztvár
Teliucu Inferior |Teliucu Inferior, HD|Alsótelek
Teliucu Superior |Teliucu Inferior, HD|Felsőtelek
Temeresti |Oras Faget, TM|Temeres
Temesesti |Savarsin, AR|Temesd
Terebesti |Terebesti, SM|Krasznaterebes
Teregova |Teregova, CS|Teregova
Teremia Mare |Teremia Mare, TM|Máriafölde
Teremia Mica |Teremia Mare, TM|Teremi
Tes |Brestovat, TM|Tésfalu
Tesna |Dorna Candrenilor, SV|Tesnatelep
Testioara |Surduc, SJ|Kőszénbányatelep
Tetisu |Fildu de Jos, SJ|Ketesd
Tezna, Dobraia |Cornereva, CS|
Tibod |Dealu, HR|Tibód
Tibru |Cricau, AB|Tibor
Ticera |Bulzestii de Sus, HD|
Ticos |Bicazu Ardelean, NT|Tikos
Ticu |Aghiresu, CJ|Forgácskút
Ticu-Colonie |Aghiresu, CJ|Ferencbánya
Ticusu Nou |Comana, BV|Felsőtyukos
Ticusu Vechi |Ticusu, BV|Szásztyukos
Ticvaniu Mare |Ticvaniu Mare, CS|Nagytikvány
Ticvaniu Mic |Ticvaniu Mare, CS|Kistikvány
Tiha Bargaului |Tiha Bargaului, BN|Borgótiha
Tihau |Surduc, SJ|Tihó
Tilalmas, Ditrau |Ditrau, HR|Tilalmas
Tileagd |Tileagd, BH|Mezőtelegd
Tilecus |Tileagd, BH|Telkesd
Tilisca |Tilisca, SB|Tilicske
Timisoara |Municipiul Timisoara, TM|Temesvár
Timisu de Jos |Predeal, BV|Alsótömös
Timisu de Sus |Predeal, BV|Felsőtömös
Tinaud |Oras Alesd, BH|Tinód
Tinca |Tinca, BH|Tenke
Tincani, Izvoru Muresului |Voslabeni, HR|Tinkatelep
Tincova |Sacu, CS|Tinkova
Tinoasa, Lunga |Municipiul Targu Secuiesc, CV|Kézdisárfalva
Tiocu de Jos |Cornesti, CJ|Alsótök
Tiocu de Sus |Cornesti, CJ|Felsőtök
Tioltiur |Cornesti, CJ|Tötör
Tireac |Viile Satu Mare, SM|Tyirákpuszta
Tiream |Tiream, SM|Mezőterem
Tireu |Ibanesti, MS|Tireu házcsoport
Tirici |Oras Petrila, HD|Deákbányatelep + Defortelep + Lónyaytelep
Tirimia |Gheorghe Doja, MS|Nagyteremi
Tirimioara |Craciunesti, MS|Kisteremi
Tirol |Doclin, CS|Királykegye
Tiros, |Bicazu Ardelean, NT|
Tisa |Halmagiu, AR|Tiszafalva
Tisa |Burjuc, HD|Tisza
Tisa |Bocicoiu Mare, MM|Tiszaveresmart
Tisa Noua |Fantanele, AR|Réthát
Tisieu |Ibanesti, MS|Tiszeuházcsoport
Tisovita, Eibenthal |Dubova, MH|Tiszóca
Titiana |Sarmasu, MS|Titiána
Tiulesti |Tomesti, HD|Tyiulesd
Tiur |Municipiul Blaj, AB|Tűr
Toaca |Hodac, MS|Toka
Toager |Giera, TM|Tógyér
Toanches, Magura |Moieciu, BV|Toanchespuszta
Toarcla |Cincu, BV|Kisprázsmár
Toboliu |Girisu de Cris, BH|Vizesgyán
Toc |Savarsin, AR|Tok
Toderita |Mandra, BV|Todorica
Tofalau |Sangeorgiu de Mures, MS|Tófalva
Tohanu Nou |Oras Zarnesti, BV|Újtohán
Tohanul Vechi, Zarnesti |Oras Zarnesti, BV|Ótohán
Tohat |Ulmeni, MM|Szamostóhát
Tolacesti |Bistra, AB|
Toldal |Voivodeni, MS|Toldalag
Toleseni |Galautas, HR|Tolésén
Tomesti |Mogos, AB|
Tomesti |Carta, HR|Csíkszenttamás
Tomesti |Tomesti, HD|Tomesd
Tomesti |Tomesti, TM|Tamásd
Tomnatec |Bistra, AB|
Tomnatec |Bulzestii de Sus, HD|Tomnatek
Tomnatecu de Sus, Tomnatec |Bulzestii de Sus, HD|Felsőtomnatek
Tomnatic |Vadu Crisului, BH|Tomnatek
Tomnatic |Lovrin, TM|Nagyősz
Tomotai, Jojei |Avram Iancu, AB|
Tomusesti, Cerbu |Bucium, AB|
Tomusesti |Oras Campeni, AB|
Tomutesti |Vadu Motilor, AB|
Tonciu |Galatii Bistritei, BN|Tacs
Tonciu |Faragau, MS|Tancs
Tonea |Sasciori, AB|Toneatelep
Topa de Cris |Vadu Crisului, BH|Köröstopa
Topa de Jos |Dobresti, BH|Alsótopa
Topa de Sus |Dobresti, BH|Felsőtopa
Topa Mica |Sanpaul, CJ|Pusztatopa
Toparcea |Oras Ocna Sibiului, SB|Toporcsa
Topesti |Dragesti, BH|Toposd
Topla |Cornereva, CS|Toplavölgy
Topla |Manastiur, TM|Topla
Toplet |Toplet, CS|Csernahéviz
Toplita |Oras Toplita, HR|Maroshéviz
Toplita, Campu lui Neag |Oras Uricani, HD|
Toplita |Toplita, HD|Királybányatoplica
Toplita |Letca, SJ|Szamoshéviz
Toplita-Ciuc, Miercurea-Ciuc |Municipiul Miercurea-Ciuc, HR|Csíktaploca
Toplita Muresului |Certeju de Sus, HD|Toplica
Topolia, Partos |Banloc, TM|Topolyapuszta
Topolovatu Mare |Topolovatu Mare, TM|Nagytopoly
Topolovatu Mic |Topolovatu Mare, TM|Kistopoly
Torba |Magherani, MS|Torboszló
Tormac |Tormac, TM|Végvár
Torocpatac, Jolotca |Ditrau, HR|Torokpatak
Tosorog, Telec |Bicazu Ardelean, NT|
Totesti |Vadu Motilor, AB|
Totesti |Totesti, HD|Totesd
Totia |Bacia, HD|Nagytóti
Totia Mica, Totia |Bacia, HD|Kistóti
Totoi |Sintimbru, AB|Táté
Totoreni |Tarcaia, BH|Tatárfalva
Traian, Ineu |Oras Ineu, AR|Traján
Traian |Doba, SM|Újbagos
Traian Vuia |Traian Vuia, TM|Bozsor
Tranis |Napradea, SJ|Kisgoroszló
Tranisu |Poieni, CJ|Tarányos
Trainei, Rasinari |Rasinari, SB|Traineitelep
Traparauta, Stauini |Balsa, HD|
Trampoiele |Oras Zlatna, AB|Kénesd
Trancesti |Scarisoara, AB|
Trei Fantani |Damuc, NT|Háromkút
Trei Hanuri, Martinesti |Tureni, CJ|Hármasfogadó
Trei Sate |Ghindari, MS|Hármasfalu
Trestia |Baita, HD|Tresztia
Trestia |Cernesti, MM|Kötelesmező
Trestia |Hida, SJ|Komlósújfalu
Treznea |Treznea, SJ|Ördögkút
Tria |Derna, BH|Terje
Trifesti |Horea, AB|
Trifesti |Lupsa, AB|
Trifesti, Lazesti |Scarisoara, AB|
Trip |Bixad, SM|Terep
Trisoresti |Bistra, AB|
Tritenii de Jos |Tritenii de Jos, CJ|Alsódetrehem
Tritenii de Sus |Tritenii de Jos, CJ|Felsődetrehem
Tritenii-Hotar |Tritenii de Jos, CJ|Irisorai tanyák
Troas |Savarsin, AR|Torjás
Troita |Galesti, MS|Szentháromság
Tudoranesti, Brad |Municipiul Brad, HD|
Tufari, Orsova |Municipiul Orsova, MH|Tuffás
Tulca |Tulca, BH|Tulka
Tulghes |Tulghes, HR|Gyergyótölgyes
Tulghies |Miresu Mare, MM|Szamostölgyes
Tunel, Magura Ilvei |Magura Ilvei, BN|
Tunelu Teliu, Teliu |Teliu, BV|
Tur |Oras Negresti-Oas, SM|Túrvékonya
Turbuta |Surduc, SJ|Turbóca
Turceni, Bolovanis |Ghimes-Faget, BC|
Turcesti, Salciua de Jos |Salciua, AB|
Turcheni-Valea Rece, Ghimes |Ghimes-Faget, BC|
Turches, Sacele |Municipiul Sacele, BV|Türkös
Turda |Municipiul Turda, CJ|Torda
Turda Ocna, Turda |Municipiul Turda, CJ|Torda Akna
Turda Veche, Turda |Municipiul Turda, CJ|Ótorda
Turdas |Hopirta, AB|Oláhtordos
Turdas |Turdas, HD|Tordos
Turdeni |simonesti, HR|Tordátfalva
Turea |Garbau, CJ|Türe
Tureac |Tiha Bargaului, BN|Turjágó
Tureni |Tureni, CJ|Tordatúr
Turia |Turia, CV|Torja
Turia de Jos, Turia |Turia, CV|Altorja
Turia de Sus, Turia |Turia, CV|Feltorja
Turmas |Martinesti, HD|Tormás
Turmasi |Mociu, CJ|Tormásdűlő
Turnisor, Sibiu |Municipiul Sibiu, SB|Kistorony
Turnu |Pecica, AR|Tornya
Turnu Rosu |Turnu Rosu, SB|Porcsesd
Turnu Ruieni [Turnu] |Turnu Ruieni, CS|Sebesrom
Turt |Turt, SM|Turc
Turt-Bai |Turt, SM|Turci bányatelep
Turulung |Turulung, SM|Túrterebes
Turulung-Vii |Turulung, SM|Túrterebesi szőllőhegy
Turzun, Hoghiz |Hoghiz, BV|Turzon
Tusa |Sag, SJ|Tuszatelke
Tusinu |Sanpetru de Campie, MS|Tuson
Tusnad |Tusnad, HR|Tusnád
Tusnadu Nou |Tusnad, HR|Újtusnád
Tustea |General Berthelot, HD|Tustya
taga |taga, CJ|Cege
tagu |Budesti, BN|Nagycég
tapu |Micasasa, SB|Csicsóholdvilág
tarina |Rosia Montana, AB|
tatu |Cornereva, CS|Cáca
tagsor-Gara, Sarmasel-Gara |Sarmasu, MS|
tagsoru |Budesti, BN|Kiscég
taranesti |Bistra, AB|
taratel |Municipiul Brad, HD|Cerecel
tarmure |Halmagiu, AR|Martfalva
tarmure |sarmasag, SJ|Parttanya
taudu |Almasu, SJ|Cold
tebea |Baia de Cris, HD|Cebe
teghea |Craidorolt, SM|Krasznacégény
tela |Bata, AR|Cella
teline |Bradeni, SB|Pusztacelina
telna |Ighiu, AB|Celna
tengheler |Ditrau, HR|Csengellér
tentea |Chiochis, BN|Cente
tepeseni, Bicazu Ardelean |Bicazu Ardelean, NT|
terova |Municipiul Resita CS|Krassócser
tetchea |tetchea, BH|Cécke
ticau |Ulmeni, MM|Szamoscikó
tichindeal |Nocrich, SB|Cikendál
tifra |Municipiul Aiud, AB|Cifrafogadó
tiganestii de Beius |Draganesti, BH|Cigányosd
tiganestii de Cris |Brusturi, BH|Cigányfalva
tigau |Lechinta, BN|Cegőtelke
tigmandru |Nades, MS|Cikmántor
timbau, Hamba |sura Mare, SB|Zimbau
tipar |Sintea Mare, AR|Szapáryliget
tipari |Costeiu, TM|Szapáryfalva
tiptelnic |Band, MS|Száltelek
toci |Sohodol, AB|
tohesti |Halmagel, AR|Csohosd
topa |Albesti, MS|Kisbún
tufalau |Borosneu Mare, CV|Cófalva
Ucea de Jos |Ucea, BV|Alsóucsa
Ucea de Sus |Ucea, BV|Felsőucsa
Ucuris |Olcea, BH|Ökrös
Ugrutiu |Dragu, SJ|Ugróc
Uibaresti |Ribita, HD|Újbáresd
Uifalau, Radesti |Radesti, AB|Marosújfalu
Uifalau, Santau |Santau, SM|Tasnádújfalu
Uihei |Biled, TM|Újhely
Uila |Batos, MS|Vajola
Uilac |Sacel, HR|Újlak
Uileacu de Beius |Uileacu de Beius, BH|Belényesújlak
Uileacu de Cris |Tileagd, BH|Pusztaújlak
Uileacu de Munte |Cetariu, BH|Hegyközújlak
Uileacu simleului |Maeriste, SJ|Somlyóújlak
Uioara de Jos |Oras Ocna Mures, AB|Csongva
Uioara de Sus |Oras Ocna Mures, AB|Felsőmarosújvár
Uivar |Uivar, TM|Újvár
Ulcani |Dealu, HR|Ülke
Ulciug |Oras Cehu Silvaniei, SJ|Völcsök
Ulies |Ulies, HR|Kányád
Ulies |Gurasada, HD|Ullyes
Ulies |Raciu, MS|Nagyölyves
Uliuc |Sacosu Turcesc, TM|Temesújlak
Ulm |Cerbal, HD|Ulm
Ulmeni |Ulmeni, MM|Sülelmed
Ulmeni, Buia |seica Mare, SB|
Ulmoasa |Tautii-Magheraus, MM|Szilas
Unciuc |Rau de Mori, HD|Uncsukfalva
Ungheni |Ungheni, MS|Nyárádtő
Ungra |Ungra, BV|Ugra
Unguras |Unguras, CJ|Bálványosváralja
Unguras |Dumbravita, MM|Magyarkékes
Ungurei |Rosia de Secas, AB|Gergelyfája
Ungureni |Cupseni, MM|Nemesbudafalva
Unimat |Acas, SM|Újnémet
Unip |Sacosu Turcesc, TM|Temesújnép
Unirea |Municipiul Bistrita, BN|Aldorf
Unirea |Unirea, AB|Felvinc
Urca |Viisoara, CJ|Mezőőrke
Urcu |sopotu Nou, CS|Urku
Urdes |Vidra, AB|
Uric |Pui, HD|Urik
Uricani |Oras Uricani, HD|Hobicaurikány
Uricea |Hodac, MS|Uricse
Urisiu de Jos |Chiheru de Jos, MS|Alsóoroszi
Urisiu de Sus |Chiheru de Jos, MS|Felsőoroszi
Urisor |Caseiu, CJ|Alőr
Uriu |Uriu, BN|Felőr
Urmenis |Urmenis, BN|Mezőörményes
Urmenis |Baita de Sub Codru, MM|Bükkörményes
Uroi |Oras Simeria, HD|Arany
Ursad |soimi, BH|Urszád
Urseni |Mosnita Noua, TM|Magyarmedves
Ursici |Bosorod, HD|
Ursoaia |Papiu Ilarian, MS|Urszajatelep
Urvind |Lugasu de Jos, BH|Örvénd
Urvis de Beius |soimi, BH|Belényesörvényes
Urvisu de Beliu |Hasmas, AR|Bélörvényes
Urziceni |Urziceni, SM|Csanálos
Urziceni-Padure |Urziceni, SM|Nagyerdő
Ususau |Dorgos, AR|Marosaszó
Utashazu, Magherani |Magherani, MS|Utászház
Utvin |Sanmihaiu Roman, TM|Ötvény
Vad |sercaia, BV|Vád
Vad |Vad, CJ|Révkolostor
Vad |Copalnic-Manastur, MM|Révkápolnok
Vadu |Santamaria-Orlea, HD|Vád
Vadu |Vargata, MS|Vadad
Vadu Crisului |Vadu Crisului, BH|Rév
Vadu Dobrii |Bunila, HD|Vádudobri
Vadu Izei |Vadu Izei, MM|Farkasrév
Vadu Motilor |Vadu Motilor, AB|Aranyosvágás
Vaida |Diosig, BH|Biharvajda
Vaida-Camaras |Caianu, CJ|Vajdakamarás
Vaidacuta |Suplac, MS|Vajdakuta
Vaidei |Romos, HD|Vajdej
Vaideiu |Ogra, MS|Mezőújfalu
Valcau de Jos |Valcau de Jos, SJ|Alsóvalkó
Valcau de Sus |Valcau de Jos, SJ|Felsővalkó
Valchid |Hoghilag, SB|Váldhid
Vale |Alunis, CJ|Bánffytótfalu
Vale |Oras Toplita, HR|Alsóválya, Felsőválya
Vale |Saliste, SB|Vále
Vale in Jos |Ponor, AB|
Valea |Urmenis, BN|Fundáta
Valea |Zam, HD|
Valea |Vargata, MS|Jobbágyfalva
Valea Abruzel |Bucium, AB|
Valea Agrisului |Iara, CJ|Egrespatak
Valea Alba |Bucium, AB|
Valea Albestiului |Albesti, MS|Sárpataki út
Valea Arsului |Criscior, HD|Vályaárszuluj
Valea Babii |Lunca Cernii de Jos, HD|
Valea Bancului |Dorna Candrenilor, SV|
Valea Barnii |Mogos, AB|Valeabarni községrész
Valea Barnii-Deal, Butesti |Mogos, AB|
Valea Barnii-Vale, Valea Barnii |Mogos, AB|
Valea Barlutesti |Mogos, AB|
Valea Barzavei, Tarnova |Tarnova, CS|
Valea Bistrei |Zavoi, CS|Bisztranagyvölgy
Valea Bistrii |Oras Campeni, AB|
Valea Bolvasnita |Mehadia, CS|Bolvásvölgy
Valea Borcutului |Oras Sangeorz-Bai, BN|Borpatak
Valea Boros |Lunca de Jos, HR|Borospataka
Valea Bortos, Faget |Ghimes-Faget, BC|Bartosokpataka
Valea Bradului |Municipiul Brad, HD|Vályabrád
Valea Bradului, Sarateni |Oras Sovata, MS|Temlecbükke
Valea Bradului, |Bicazu Ardelean, NT|
Valea Bucurului |Ponor, AB|
Valea de Brazi |Oras Uricani, HD|
Valea Capelei |Lunca de Jos, HR|Kápolnapatak
Valea Caselor |Oras Campeni, AB|
Valea Caseielului |Chiuiesti, CJ|Kesiel
Valea Cerbului |Bucium, AB|
Valea Cerului |Suplacu de Barcau, BH|Cserpatak
Valea Chioarului |Valea Chioarului, MM|Kővárgara
Valea Ciresoii |Mica, CJ|Décseipataktanya
Valea Ciuciului |Noslac, AB|Zilahipatak
Valea Ciurenilor |Zalha, SJ|
Valea Cocesti |Mogos, AB|
Valea Cristoltului, Cristolt |Cristolt, SJ|
Valea Criseni, Ploscos |Ploscos, CJ|
Valea Crisului |Bratca, BH|Nagyfeketapatak
Valea Crisului |Valea Crisului, CV|Sepsikőröspatak
Valea Crisului, Sighisoara |Municipiul Sighisoara, MS|Keresdipatak
Valea Cufundoasa |Municipiul Sighetu Marmatiei, MM|Mélypatak
Valea Daii |Albesti, MS|Határpatak
Valea Daljii |Riu de Mori, HD|Vályadilsi
Valea de Brazi |Oras Uricani, HD|
Valea de Jos |Rieni, BH|Alsófeketevölgy
Valea de Sus |Campani, BH|Felsőfeketevölgy
Valea Dobarlaului |Dobarlau, CV|Dobollópatak
Valea Draganului |Poieni, CJ|Nagysebes
Valea Fagetului |Ramet, AB|
Valea Fanatului, Sanmihaiu de Campie |Sanmihaiu de Campie, BN|
Valea Fetitei, Cristolt |Cristolt, SJ|Fecicivölgy
Valea Florilor |Ploscos, CJ|Virágosvölgy
Valea Fratiei |Valea Larga, MS|Frátaipatak
Valea Frumoasa, Tulghes |Tulghes, HR|Túlsóvíz
Valea Furcii, Buia |seica Mare, SB|
Valea Garbea |Lunca de Sus, HR|Görbepataka
Valea Garboului |Cuzdrioara, CJ|Gorbóvölgye
Valea Giogesti |Mogos, AB|
Valea Glodului |Valea Larga, MS|Valeaglodului
Valea Goblii |Vintu de Jos, AB|Goblipatak
Valea Grosilor |Vad, CJ|Tőkepataka
Valea Holhorii |Lupsa, AB|
Valea Hotarului |Municipiul Sighetu Marmatiei, MM|Határvölgy
Valea Hranei |Zalha, SJ|Tormapataka
Valea Iclandului |Iclanzel, MS|Kivás + Lekencei forduló
Valea Ierii |Valea Ierii, CJ|Járavize
Valea Iertii, Baisoara |Baisoara, CJ|Ércpatak
Valea Inzelului |Ramet, AB|
Valea Izvoarelor |Sanpaul, MS|Búzásbesenyő
Valea intunecata, Ploscos |Ploscos, CJ|Sötétvölgy
Valea intunecoasa |Lunca de Jos, HR|Sötétpatak
Valea Larga |Salciua, AB|
Valea Larga |Valea Larga, MS|Mezőceked
Valea Lata, Mortesti |Ceanu Mare, CJ|
Valea Lesului |Lozna, SJ|Lesvölgy
Valea Loznei |Lozna, SJ|Lóznavölgy
Valea lui Antaloc |Lunca de Jos, HR|Antalokpataka
Valea lui Cati |Ceanu Mare, CJ|Sárospatak dűlő
Valea lui Coman, Valea Barnii |Mogos, AB|
Valea lui Ivan, Rau Sadului |Rau Sadului, SB|
Valea lui Mihai |Vintu de Jos, AB|
Valea lui Mihai |Oras Valea lui Mihai, BH|Érmihályfalva
Valea lui Opris |Chiuiesti, CJ|Oprisvölgy
Valea lui Paul, Patrangeni |Oras Zlatna, AB|
Valea lui Pavel |Corund, HR|Pálpataka
Valea Luncii |Mica, CJ|Lunkatanya
Valea Lunga |Valea Lunga, AB|Hosszúaszó
Valea Lunga |Ilia, HD|Valealunga
Valea Lunga, Luncoiu de Jos |Luncoiu de Jos, HD|Valealunga telep
Valea Lunga |Zalha, SJ|Gorbómező
Valea Lunga |Darlos, SB|Hosszúpatak
Valea Lunga Maghiara |Costeiu, TM|Hosszúvölgyitanya
Valea Lunga Mare, Ploscos |Ploscos, CJ|Hosszúvölgy
Valea Lunga Mica, Turda |Municipiul Turda, CJ|Kishosszúvölgy
Valea Lunga Romana |Costeiu, TM|Bégahosszúpatak
Valea Lupsii |Lupsa, AB|Lupsapatak
Valea Lupului, Ocnita |Teaca, BN|
Valea Lupului |Baru, HD|Farkaspatak
Valea Lupului, seica Mare |seica Mare, SB|Glockelthal
Valea Maciului |Avram Iancu, AB|
Valea Mare |Ceru-Bacainti, AB|Váleamáre
Valea Mare, Manastire |Lupsa, AB|
Valea Mare |Gurahont, AR|Zarándpatak
Valea Mare |Savarsin, AR|Marosnagyvölgy
Valea Mare |sant, BN|Máriavölgy
Valea Mare |Urmenis, BN|Völgytanya
Valea Mare |Farliug, CS|Pogányosvölgy
Valea Mare, Cracu Almaj |Sichevita, CS|
Valea Mare |Valea Mare, CV|Nagypatak
Valea Mare, Criseni |Atid, HR|Nagyvölgy
Valea Mare |Band, MS|Nagyvölgy
Valea Mare de Codru |Holod, BH|Alsópatak
Valea Mare de Cris |Borod, BH|Felsőpatak
Valea Mare de Cris |Tomesti, HD|Valeamare
Valea Magherusului |sieu-Magherus, BN|
Sajómagyarósi völgy
Valea Magurii, Lesu |Lesu, BN|
Valea Manastirii |Ramet, AB|Remetekolostor
Valea Mica |Oras Zlatna, AB|
Valea Mica, Cracu Almaj |Sichevita, CS|
Valea Mica |Borosneu Mare, CV|Kispatak
Valea Mighindoalei, Buia |seica Mare, SB|
Valea Mijlocie, Cristolt |Cristolt, SJ|Mizoloescivölgy
Valea Minisului |Bozovici, CS|Ménesvölgy
Valea Mlacii |Mogos, AB|
Valea Morii |Vidra, AB|
Valea Morii |Oras Tasnad, SM|Tasnádmalomszeg
Valea Nandrului |Pestisu Mic, HD|Nándorválya
Valea Neagra |Municipiul Baia Mare, MM|Feketepatak
Valea Negrilesti |Bucium, AB|
Valea Orevita |Sichevita, CS|
Valea Padurii, Bucuresci |Bucuresci, HD|
Valea Padurii |Valea Larga, MS|La padure
Valea Pietrisului, Pietris |Deda, MS|Kövesdpatak
Valea Podului, Slimnic |Slimnic, SB|
Valea Poenii |Livezile, BN|Bureaka
Valea Poienii |Bucium, AB|
Valea Poienii |Ramet, AB|
Valea Poienii |Vorta, HD|Füzesdbogara
Valea Pomilor |samsud, SJ|Mocsolya
Valea Ravensca |Sichevita, CS|Ravenszkavölgy
Valea Rachitei |sopotu Nou, CS|Rakittavölgy
Valea Rea, Ciungu Mare |Romos, HD|
Valea Rece |Lunca de Jos, HR|Hidegség
Valea Rece |Band, MS|Hidegvölgy
Valea Rosie |sopotu Nou, CS|Rosievölgy
Valea Rotunda |Dealu, HR|Üknyéd
Valea Sasului |sona, AB|Szászvölgy
Valea Sasului |Cozma, MS|Szászokvölgyetanya
Valea Sarata, Valea Florilor |Ploscos, CJ|Sóspatak
Valea Sangatinului, Sangatin |Apoldu de Jos, SB|
Valea Sangeorgiului |Oras Calan, HD|Szentgyörgyválya
Valea Sanmartinului |Raciu, MS|Forrásészka
Valea Sanpetrului |Grebenisu de Campie, MS|Szentpéterivölgy
Valea Sanpetrului |Pogaceaua, MS|
Valea Scurta |Poian, CV|Kurtapatak
Valea Seaca |Sanzieni, CV|Kézdiszárazpatak
Valea Seaca |Raciu, MS|Szárazpatak
Valea Seaca |Tarna Mare, SM|Avaspatak
Valea Sichevitei |Sichevita, CS|
Valea Slimnicului, Loamnes |Loamnes, SB|
Valea Stejarului |Vadu Izei, MM|Disznópataka
Valea Stejarului, Stanciova |Recas, TM|Tölgyes
Valea Stramba |Suseni, HR|Tekerőpatak
Valea sapartocului |Albesti, MS|Sárpataki völgy
Valea sesii |Bucium, AB|
Valea sesii |Lupsa, AB|
Valea surii |Valea Larga, MS|Valea surei
Valea Tarnei |sinteu, BH|Hármaspatak
Valea Teliului, Teliu |Teliu, BV|
Valea Timisului |Buchin, CS|Körpa
Valea Tinoasa, Strucut |Ceanu Mare, CJ|
Valea tupilor |Mogos, AB|
Valea Ugra |Lunca de Sus, HR|Ugrapataka
Valea Uliesului |Raciu, MS|Ölyvespatak
Valea Ungurasului |Unguras, CJ|Csabaújfalu
Valea Ungurului, Hateg |Oras Hateg, HD|
Valea Ungurului |Cozma, MS|Magyarmezőtanya
Valea Uriesului |Valea Larga, MS|Uries
Valea Utului |Avram Iancu, AB|
Valea Uzei |Ramet, AB|
Valea Uzului |Sanmartin, HR|Úzvölgy
Valea Vadului |Iara, CJ|Vádpatak
Valea Vantului, Ploscos |Ploscos, CJ|Szelektelek
Valea Verde |Sohodol, AB|
Valea Viilor, Beclean |Oras Beclean, BN|Szőllőpataka
Valea Viilor, Malin |Nuseni, BN|Szőllőpataktanya
Valea Viilor |Valea Viilor, SB|Nagybaromlak
Valea Vintului |Vintu de Jos, AB|Valye Vinci
Valea Vinului |Rodna, BN|Radnaborberek
Valea Vinului |Valea Vinului, SM|Szamosborhid
Valea Viseului |Bistra, MM|Visóvölgy
Valea Zalanului |Malnas, CV|Zalánpatak
Valeadeni |Brebu, CS|Váldény
Valeapai |Ramna, CS|Valeapáj
Vama |Vama, SM|Vámfalu
Vama Buzaului |Vama Buzaului, BV|Bodzavám
Vama Marga |Marga, CS|Vámosmárga
Vama Seaca |Hopirta, AB|Szárazvámtanya
Vanvucesti |Arieseni, AB|
Var |Obreja, CS|Vár
Var |Oras Jibou, SJ|Szamosőrmező
Varasau |Brusturi, BH|Varaszótanya
Vargatac |Oras Gheorgheni, HR|Várpatak
Varias |Varias, TM|Varjas
Variasu Mare |Iratosu, AR|Nagyvarjas
Variasu Mic |Iratosu, AR|Kisvarjaspuszta
Varnita |sistarovat, AR|Mészdorgos
Varviz |Popesti, BH|Várvíz
Vasileni |Ulies, HR|Homoródszentlászló
Vasiova, Bocsa |Oras Bocsa, CS|Vassafalva
Vascau |OrasVascau, BH|Vaskoh
Vata de Jos |Vata de Jos, HD|Alváca
Vata de Sus |Vata de Jos, HD|Felváca
Vacaresti |Mihaileni, HR|Vacsárcsi
Vadas |Neaua, MS|Vadasd
Vadurele |Napradea, SJ|Szamosdebrecen
Vagas |Tarna Mare, SM|Vágástanya
Vai |Lupsa, AB|
Valani de Pomezeu |Pomezeu, BH|Papmezővalány
Valanii de Beius |Uileacu de Beius, BH|Belényesvalány
Valari |Toplita, HD|Valár
Valcani |Dudestii Vechi, TM|Valkány
Valeni |Bucium, AB|
Valeni |Metes, AB|Ompolyszáda
Valeni |Jibert, BV|Dombos
Valeni |Caianu, CJ|Lárgatanya
Valeni |Calatele, CJ|Magyarvalkó
Valeni |Feliceni, HR|Patakfalva
Valeni |Baia de Cris, HD|Buha
Valeni |Oras Geoagiu, HD|Valény
Valeni, Orastioara de Jos |Beriu, HD|Valény dűlő
Valeni |Calinesti, MM|Mikolapatak
Valeni |Pogaceaua, MS|
Valeni |Cristolt, SJ|Szalonnavölgy
Valeni |Micasasa, SB|Külterület
Valenii |Acatari, MS|Székelyvaja
Valenii de Aries, Moldovenesti |Moldovenesti, CJ|Aranyosrákos
Valenii de Mures |Brancovenesti, MS|Disznajó
Valenii Lapusului |Coroieni, MM|Dánpataka
Valenii somcutei |somcuta Mare, MM|Somkútpataka
Valioara |Rachitova, HD|Valiora
Valisoara |Livezile, AB|Torockógyertyános
Valisoara |Bucosnita, CS|Temesvölgye
Valisoara |Savadisla, CJ|Járarákos
Valisoara |Balsa, HD|Porkura
Valisoara |Valisoara, HD|Valisora
Valisoara |Sanger, MS|Gladur + Sárkihid
Valisoara |Letca, SJ|Dióspatak
Valiug |Valiug, CS|Ferencfalva
Valureni |Cristesti, MS|Székelykakasd
Varai |Valea Chioarului, MM|Kőváralja
Varadia |Varadia, CS|Varadia
Varadia de Mures |Varadia de Mures, AR|Tótvárad
Varaseni |Rabagani, BH|Veresfalva
Vard |Chirpar, SB|Vérd
Vargata |Vargata, MS|Csikfalva
Varheghiu, Let |Borosneu Mare, CV|Várhegy
Varmaga |Certeju de Sus, HD|Vormága
Varsag |Varsag, HR|Székelyvarság
Varsand |Pilu, AR|Gyulavarsánd
Varsandu Nou, Olari |Olari, AR|Újvarsánd
Varsandu Vechi, Olari |Olari, AR|Óvarsánd
Varzari |Popesti, BH|Füves
Varzarii de Jos |OrasVascau, BH|Alsófüves
Varzarii de Sus |OrasVascau, BH|Felsőfüves
Vasesti |Vidra, AB|
Vasoaia |Chisindia, AR|Vészalja
Vasad |Curtuiuseni, BH|Érvasad
Vatava |Vatava, MS|Felsőrépa
Vagani |Oras Toplita, HR|Vugány
Valcaneasa |Vidra, AB|
Valcea |Bucium, AB|
